player_id,name,position,nationality,dob,age,market_value_eur,market_value,link,type,dob_age,position_main,position_alt,height_cm,foot,position_group,club,league,season,sofa_goals,sofa_yellowCards,sofa_redCards,sofa_groundDuelsWon,sofa_groundDuelsWonPercentage,sofa_aerialDuelsWon,sofa_aerialDuelsWonPercentage,sofa_successfulDribbles,sofa_successfulDribblesPercentage,sofa_tackles,sofa_assists,sofa_accuratePassesPercentage,sofa_totalDuelsWon,sofa_totalDuelsWonPercentage,sofa_minutesPlayed,sofa_wasFouled,sofa_fouls,sofa_dispossessed,sofa_appearances,sofa_saves,sofa_savedShotsFromInsideTheBox,sofa_savedShotsFromOutsideTheBox,sofa_goalsConcededInsideTheBox,sofa_goalsConcededOutsideTheBox,sofa_highClaims,sofa_successfulRunsOut,sofa_punches,sofa_runsOut,sofa_accurateFinalThirdPasses,sofa_bigChancesCreated,sofa_accuratePasses,sofa_keyPasses,sofa_accurateCrosses,sofa_accurateCrossesPercentage,sofa_accurateLongBalls,sofa_accurateLongBallsPercentage,sofa_interceptions,sofa_clearances,sofa_dribbledPast,sofa_bigChancesMissed,sofa_totalShots,sofa_shotsOnTarget,sofa_blockedShots,sofa_goalConversionPercentage,sofa_hitWoodwork,sofa_offsides,sofa_expectedGoals,sofa_errorLeadToGoal,sofa_errorLeadToShot,sofa_passToAssist,player_name,sofa_player_id,sofa_team_id,sofa_team_name,sofa_matched,source_file,log_market_value,minutes,sofa_goals_per90,sofa_assists_per90,sofa_expectedGoals_per90,sofa_totalShots_per90,sofa_shotsOnTarget_per90,sofa_keyPasses_per90,sofa_accurateFinalThirdPasses_per90,sofa_accuratePasses_per90,sofa_totalDuelsWon_per90,sofa_groundDuelsWon_per90,sofa_aerialDuelsWon_per90,sofa_successfulDribbles_per90,sofa_tackles_per90,sofa_interceptions_per90,sofa_clearances_per90,shot_conversion,assist_to_keypass,dribble_success,duel_consistency,age_sq,season_end_year,is_forward,is_midfielder,is_defender,is_goalkeeper
adam_smith_61841,Adam Smith,Back,England,1991-04-29,29,7000000,€7.00m,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,player,29/04/1991 (29),Back,"Defender, Right",174,right,DF,AFC Bournemouth,English Premier League,2019/20,0,7,0,110,55,35,54.69,24,47.06,47,1,79.55,145,54.92,2060,40,25,14,24,0,0,0,33,7,0,0,0,0,204,2,669,10,6,21.43,26,29.21,25,48,27,1,4,1,1,0,0,2,\N,0,1,0,\N,44566,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,15.76142084987672,2060,0,0.043689320388349516,\N,0.17475728155339806,0.043689320388349516,0.4368932038834952,8.912621359223301,29.228155339805827,6.33495145631068,4.805825242718447,1.529126213592233,1.0485436893203883,2.0533980582524274,1.0922330097087378,2.0970873786407767,0,0.1,0.16551724137931034,22.888888888888886,841,2019,0,0,1,0
charlie_daniels_61819,Charlie Daniels,Back,England,1986-09-07,33,1600000,€1.60m,https://www.transfermarkt.com/charlie-daniels/profil/spieler/61819,player,07/09/1986 (33),Back,"Defender, Left",178,left,DF,AFC Bournemouth,English Premier League,2019/20,0,0,0,1,33.33,2,100,0,0,1,0,75.68,3,60,127,0,0,1,2,0,0,0,1,1,0,0,0,0,7,0,28,2,2,40,3,25,1,4,1,0,0,0,0,0,0,0,\N,0,1,0,\N,21501,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,14.285514812209815,127,0,0,\N,0,0,1.4173228346456692,4.960629921259843,19.84251968503937,2.1259842519685037,0.7086614173228346,1.4173228346456692,0,0.7086614173228346,0.7086614173228346,2.8346456692913384,\N,0,0,1.4111111111111112,1089,2019,0,0,1,0
simon_francis_13573,Simon Francis,Back,England,1985-02-16,35,800000,€800k,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,player,16/02/1985 (35),Back,"Defender, Right",191,right,DF,AFC Bournemouth,English Premier League,2019/20,0,3,1,18,45,48,60,4,57.14,13,0,75.58,66,55,965,1,7,2,15,0,0,0,18,3,0,0,0,0,49,1,393,5,3,18.75,30,32.26,20,66,10,0,3,0,3,0,0,0,\N,0,0,1,\N,15152,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,13.592368256649284,965,0,0,\N,0.27979274611398963,0,0.46632124352331605,4.569948186528498,36.652849740932645,6.155440414507772,1.6787564766839378,4.476683937823834,0.37305699481865284,1.2124352331606216,1.8652849740932642,6.155440414507772,0,0,0.06060606060606061,10.722222222222223,1225,2019,0,0,1,0
christian_saydee_655835,Christian Saydee,Forward,England,2002-05-10,18,\N,\N,https://www.transfermarkt.com/christian-saydee/profil/spieler/655835,player,10/05/2002 (18),Forward,"Attack, Centre",184,right,FW,AFC Bournemouth,English Premier League,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,324,2019,1,0,0,0
alexandru_dobre_365770,Alexandru Dobre,Right Winger,Romania,1998-08-30,21,250000,€250k,https://www.transfermarkt.com/alexandru-dobre/profil/spieler/365770,player,30/08/1998 (21),Right Winger,Attack,185,both,FW,AFC Bournemouth,English Premier League,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,12.429220196836383,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,441,2019,1,0,0,0
sam_surridge_398402,Sam Surridge,Forward,England,1998-07-28,21,450000,€450k,https://www.transfermarkt.com/sam-surridge/profil/spieler/398402,player,28/07/1998 (21),Forward,"Attack, Centre",190,right,FW,AFC Bournemouth,English Premier League,2019/20,0,0,0,2,33.33,4,44.44,1,50,0,0,55.56,6,40,25,1,2,1,4,0,0,0,2,0,0,0,0,0,2,0,5,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,\N,0,0,0,\N,817567,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,13.017005083966255,25,0,0,\N,7.2,0,3.6,7.2,18,21.6,7.2,14.4,3.6,0,3.6,0,0,0,0.16666666666666666,0.27777777777777773,441,2019,1,0,0,0
david_brooks_277033,David Brooks,Right Winger,Wales,1997-07-08,22,24000000,€24.00m,https://www.transfermarkt.com/david-brooks/profil/spieler/277033,player,08/07/1997 (22),Right Winger,Attack,173,left,FW,AFC Bournemouth,English Premier League,2019/20,1,1,0,23,39.66,0,0,12,50,5,0,73.86,23,35.38,511,6,4,7,9,0,0,0,9,3,0,0,0,0,52,0,113,6,6,25,4,66.67,2,1,12,0,6,2,3,16.67,1,0,\N,0,0,0,\N,855731,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,16.993564429978885,511,0.1761252446183953,0,\N,1.0567514677103718,0.3522504892367906,1.0567514677103718,9.158512720156555,19.90215264187867,4.050880626223091,4.050880626223091,0,2.1135029354207435,0.8806262230919765,0.3522504892367906,0.1761252446183953,0.16666666666666666,0,0.5217391304347826,5.677777777777779,484,2019,1,0,0,0
dominic_solanke_258889,Dominic Solanke,Forward,England,1997-09-14,22,12000000,€12.00m,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889,player,14/09/1997 (22),Forward,"Attack, Centre",186,right,FW,AFC Bournemouth,English Premier League,2019/20,3,1,0,56,30.11,64,41.03,26,41.94,8,1,69.61,120,35.09,1649,23,15,54,32,0,0,0,34,5,0,0,0,0,145,1,300,15,1,16.67,9,56.25,8,16,28,6,32,8,14,9.38,2,4,\N,0,1,0,\N,361420,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,16.300417291085605,1649,0.1637355973317162,0.0545785324439054,\N,1.7465130382049727,0.4366282595512432,0.8186779866585809,7.913887204366283,16.373559733171618,6.5494238932686475,3.056397816858702,3.4930260764099454,1.4190418435415404,0.4366282595512432,0.4366282595512432,0.8732565191024864,0.09375,0.06666666666666667,0.21666666666666667,18.322222222222223,484,2019,1,0,0,0
arnaut_danjuma_355861,Arnaut Danjuma,Left Winger,Netherlands,1997-01-31,23,9500000,€9.50m,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,player,31/01/1997 (23),Left Winger,Attack,178,right,FW,AFC Bournemouth,English Premier League,2019/20,0,0,0,30,46.88,2,15.38,21,55.26,4,0,81,32,41.56,628,5,0,14,14,0,0,0,11,1,0,0,0,0,49,0,179,5,2,22.22,6,60,8,3,3,2,13,4,2,0,1,6,\N,0,1,0,\N,827064,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,16.066802461833923,628,0,0,\N,1.8630573248407643,0.5732484076433121,0.7165605095541401,7.022292993630573,25.652866242038215,4.585987261146497,4.2993630573248405,0.28662420382165604,3.0095541401273884,0.5732484076433121,1.1464968152866242,0.4299363057324841,0,0,0.65625,6.977777777777778,529,2019,1,0,0,0
harry_wilson_279455,Harry Wilson,Right Winger,Wales,1997-03-22,23,17500000,€17.50m,https://www.transfermarkt.com/harry-wilson/profil/spieler/279455,player,22/03/1997 (23),Right Winger,Attack,173,left,FW,AFC Bournemouth,English Premier League,2019/20,7,2,0,81,53.64,6,21.43,17,51.52,23,0,76,87,48.6,1651,41,12,21,31,0,0,0,27,5,0,0,0,0,164,4,437,14,4,11.43,42,62.69,11,11,23,2,56,20,25,12.5,1,1,\N,0,1,0,\N,355528,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,16.677711496036597,1651,0.38158691701998787,0,\N,3.052695336159903,1.0902483343428224,0.7631738340399757,8.940036341611144,23.821926105390673,4.742580254391278,4.415505754088431,0.32707450030284674,0.9267110841913991,1.2537855844942458,0.5996365838885523,0.5996365838885523,0.125,0,0.19540229885057472,18.344444444444445,529,2019,1,0,0,0
jordon_ibe_195652,Jordon Ibe,Right Winger,England,1995-12-08,24,4800000,€4.80m,https://www.transfermarkt.com/jordon-ibe/profil/spieler/195652,player,08/12/1995 (24),Right Winger,Attack,176,right,FW,AFC Bournemouth,English Premier League,2019/20,0,0,0,5,71.43,0,0,1,50,2,0,82.35,5,71.43,48,2,0,1,2,0,0,0,1,0,0,0,0,0,4,0,14,0,1,33.33,0,0,0,1,0,0,0,0,0,0,0,0,\N,0,0,0,\N,185955,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,15.38412668421143,48,0,0,\N,0,0,0,7.5,26.25,9.375,9.375,0,1.875,3.75,0,1.875,\N,\N,0.2,0.5333333333333333,576,2019,1,0,0,0
ryan_fraser_146795,Ryan Fraser,Left Winger,Scotland,1994-02-24,26,17500000,€17.50m,https://www.transfermarkt.com/ryan-fraser/profil/spieler/146795,player,24/02/1994 (26),Left Winger,Attack,163,right,FW,AFC Bournemouth,English Premier League,2019/20,1,2,0,60,51.72,6,19.35,12,50,12,4,79.87,66,44.9,2063,36,10,19,28,0,0,0,30,4,0,0,0,0,298,5,615,45,27,15.52,27,50,15,17,15,5,27,12,10,3.7,0,1,\N,0,0,0,\N,138261,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,16.677711496036597,2063,0.043625787687833255,0.17450315075133302,\N,1.177896267571498,0.523509452253999,1.9631604459524965,13.00048473097431,26.829859428017453,2.8793019873969947,2.6175472612699955,0.2617547261269995,0.523509452253999,0.523509452253999,0.6543868153174989,0.7416383906931653,0.037037037037037035,0.08888888888888889,0.18181818181818182,22.92222222222222,676,2019,1,0,0,0
callum_wilson_123682,Callum Wilson,Forward,England,1992-02-27,28,24000000,€24.00m,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,player,27/02/1992 (28),Forward,"Attack, Centre",180,right,FW,AFC Bournemouth,English Premier League,2019/20,8,10,0,76,36.36,65,30.52,24,53.33,12,1,64.51,141,33.41,2909,40,55,51,35,0,0,0,46,7,0,0,0,0,170,4,329,29,5,18.52,9,69.23,4,16,15,10,55,21,10,14.55,0,32,\N,0,0,1,\N,113956,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,16.993564429978885,2909,0.24750773461670678,0.030938466827088347,\N,1.701615675489859,0.6497078033688553,0.8972155379855621,5.259539360605019,10.178755586112066,4.362323822619457,2.3513234788587143,2.0110003437607427,0.7425232038501204,0.3712616019250602,0.12375386730835339,0.49501546923341355,0.14545454545454545,0.034482758620689655,0.1702127659574468,32.32222222222222,784,2019,1,0,0,0
joshua_king_91059,Joshua King,Forward,Norway,1992-01-15,28,16000000,€16.00m,https://www.transfermarkt.com/joshua-king/profil/spieler/91059,player,15/01/1992 (28),Forward,"Attack, Centre",180,right,FW,AFC Bournemouth,English Premier League,2019/20,6,0,0,95,38,59,46.83,52,48.6,16,4,72.34,154,40.96,2019,27,37,54,26,0,0,0,30,7,0,0,0,0,162,8,361,30,6,27.27,5,41.67,8,8,12,3,26,13,4,23.08,0,7,\N,0,0,0,\N,100621,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,16.588099342704055,2019,0.2674591381872214,0.17830609212481427,\N,1.1589895988112928,0.5794947994056464,1.3372956909361071,7.221396731054978,16.092124814264487,6.86478454680535,4.234769687964339,2.6300148588410104,2.3179791976225856,0.7132243684992571,0.35661218424962854,0.35661218424962854,0.23076923076923078,0.13333333333333333,0.33766233766233766,22.43333333333333,784,2019,1,0,0,0
junior_stanislas_87672,Junior Stanislas,Left Winger,England,1989-11-26,30,2000000,€2.00m,https://www.transfermarkt.com/junior-stanislas/profil/spieler/87672,player,26/11/1989 (30),Left Winger,Attack,183,right,FW,AFC Bournemouth,English Premier League,2019/20,3,1,0,25,51.02,8,50,11,61.11,10,0,76.63,33,50.77,717,4,5,8,15,0,0,0,12,5,0,0,0,0,84,0,200,12,7,18.92,4,30.77,4,5,5,0,18,7,7,16.67,1,1,\N,0,0,0,\N,44823,60,Bournemouth,1,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,14.508658238524095,717,0.37656903765690375,0,\N,2.2594142259414225,0.8786610878661087,1.506276150627615,10.543933054393305,25.10460251046025,4.142259414225942,3.1380753138075312,1.00418410041841,1.3807531380753137,1.2552301255230125,0.502092050209205,0.6276150627615062,0.16666666666666666,0,0.3333333333333333,7.966666666666666,900,2019,1,0,0,0
jermain_defoe_3875,Jermain Defoe,Forward,England,1982-10-07,37,1400000,€1.40m,https://www.transfermarkt.com/jermain-defoe/profil/spieler/3875,player,07/10/1982 (37),Forward,"Attack, Centre",171,right,FW,AFC Bournemouth,English Premier League,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,14.151983508870947,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1369,2019,1,0,0,0
will_dennis_582078,Will Dennis,Goalkeeper,England,2000-07-10,19,\N,\N,https://www.transfermarkt.com/will-dennis/profil/spieler/582078,player,10/07/2000 (19),Goalkeeper,\N,188,right,GK,AFC Bournemouth,English Premier League,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\english_premier_league_2019-20_with_sofa.csv,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,361,2019,0,0,0,1
